,300,500,800
486,0.0028,0.0032,0.0035
487,0.0028,0.003,0.0035
488,0.0027,0.0029,0.0035
489,0.0026,0.0029,0.0034
490,0.0026,0.0029,0.0034
491,0.0026,0.0029,0.0033
492,0.0024,0.0029,0.0033
493,0.0023,0.0029,0.0033
494,0.0023,0.0029,0.0032
495,0.0023,0.0029,0.0031
496,0.0023,0.0026,0.0029
497,0.0023,0.0026,0.0028
498,0.0023,0.0026,0.0026
499,0.0021,0.0026,0.0025
500,0.002,0.0025,0.0024
