,300,500,800
618,516.0,704.0,1008.0
619,371.0,541.0,847.0
620,456.0,687.0,980.0
621,410.0,529.0,836.0
622,614.0,801.0,1145.0
623,629.0,826.0,1183.0
624,571.0,797.0,1094.0
625,769.0,929.0,1219.0
626,552.0,755.0,1065.0
627,621.0,843.0,1098.0
628,470.0,653.0,920.0
629,728.0,746.0,1036.0
630,613.0,821.0,1137.0
631,463.0,662.0,977.0
632,745.0,939.0,1276.0
633,604.0,833.0,1115.0
634,744.0,973.0,1289.0
635,494.0,705.0,1028.0
636,638.0,691.0,1019.0
637,643.0,830.0,1164.0
638,559.0,762.0,1044.0
639,567.0,836.0,1053.0
640,644.0,853.0,1145.0
641,379.0,591.0,860.0
642,407.0,606.0,941.0
643,457.0,665.0,978.0
644,809.0,756.0,877.0
645,822.0,1006.0,1325.0
646,310.0,506.0,810.0
647,460.0,637.0,956.0
648,692.0,866.0,1203.0
649,782.0,967.0,1247.0
650,595.0,808.0,1156.0
651,352.0,567.0,871.0
652,399.0,568.0,865.0
653,324.0,530.0,832.0
654,368.0,535.0,850.0
655,519.0,695.0,990.0
656,449.0,679.0,957.0
657,332.0,563.0,871.0
658,431.0,657.0,927.0
659,782.0,771.0,1009.0
660,452.0,673.0,984.0
661,594.0,747.0,1063.0
662,453.0,595.0,899.0
663,395.0,604.0,928.0
664,307.0,743.0,1021.0
665,870.0,1051.0,1330.0
666,467.0,635.0,907.0
667,367.0,569.0,881.0
668,473.0,614.0,878.0
669,531.0,700.0,1046.0
670,386.0,587.0,838.0
671,337.0,535.0,834.0
672,1064.0,1274.0,1620.0
673,467.0,646.0,898.0
674,592.0,707.0,1011.0
675,698.0,895.0,1219.0
676,412.0,599.0,921.0
677,634.0,810.0,1098.0
678,743.0,937.0,1258.0
679,476.0,647.0,973.0
680,431.0,642.0,954.0
681,600.0,817.0,1099.0
682,365.0,574.0,864.0
683,505.0,697.0,961.0
684,322.0,542.0,831.0
685,434.0,600.0,876.0
